text,label
towards a unified theory of adaptation in reasoning béatrice jean alain and amedeo université lyon iii iae équipe modeme quai claude bernard lyon cedex loria umr bp cedex bd du novembre villeurbanne cedex email fuchs lieber am napoli abstract reasoning exploit memorized problem solving episode called case in order to solve a new problem adaptation is a complex and crucial step of reasoning which is generally studied in the restricted framework of an application domain this article proposes a first analysis of case adaptation independently from a specific application domain it proposes to combine the retrieval and adaptation step in a unique planning process that build an ordered sequence of operation starting from an initial state the stated problem and leading to a final state the problem once solved thus the issue of case adaptation can be addressed by studying the issue of plan adaptation finally it is shown how case retrieval and case adaptation can be related thanks to reformulations and similarity path reference bergmann and wilke bergmann and wilke building and refining abstract planning case by change of representation language journal of artificial intelligence research bergmann and wilke bergmann and wilke paris flexible plan adaptation by abstraction and refinement in voß bergmann and editor workshop on adaptation in reasoning budapest hungary august branting and aha branting and aha stratified reasoning reusing hierarchical problem solving episode in proceeding of the international joint conference on artificial intelligence montréal volume page august carbonell carbonell derivational analogy a theory of reconstructive problem solving and expertise acquisition in machine learning volume chapter page charniak and mcdermott charniak and mcdermott introduction to artificial intelligence addison wesley reading massachusetts chiron and mille chiron and mille aide à la conception de supervision par réutilisation de in roscoff mai page fuchs et fuchs mille and chiron operator decision aiding by adaptation of supervision strategy in lecture note in artificial intelligence vol first international conference on reasoning page sesimbra portugal berlin germany hammond kristian hammond planning viewing planning a a memory task academic press san diego hank and weld hank and weld a algorithm for plan adaptation journal ofartificial intelligence research herbeaux and mille herbeaux and mille accelere un système à la conception de caoutchouc cellulaire exploitant la réutilisation de journal européen de systèmes automatisés soumis au journal européen de systèmes automatisés disponible comme rapport de recherche hua et hua smith and faltings integrated building design in wess althoff and richter editor topic in reasoning first european workshop kaiserslautern lecture note in artificial intelligence page springer verlag berlin hua et hua faltings and smith cadre geometric design artificial intelligence in engineering ihrig and kambhampati ihrig and kambhampati storing and indexing plan derivation through analysis of retrieval failure journal of artificial intelligence research koehler kuehier planning from second principle artificial intelligence kumar and raphael kumar and raphael cadrem a case based system for conceptual structural design engineering with computer laird et laird newell and rosenbloom soar an architecture for general intelligence ai magazine leake et leake kinley and wilson learning to improve case adaptation by introspective reasoning and cbr in veloso and aamodt editor reasoning research an development proceeding of the first international conference on reasoning page sesimbra portugal octobre lecture note in artificial intelligence volume springer verlag berlin leake et leake kinley and wilson acquiring case adaptation knowledge a hybrid approach in proceeding of the national conference on artificial intelligence menlo park ca page aaai press menlo park ca leake et leake kinley and wilson a case study of cbr in leake and plaza editor reasoning research and development second international conference iccbr providence ri usa lecture note in artificial intelligence page springer verlag berlin leake et leake kinley and wilson similarity assessment estimating adaptability from experience in proceeding of the fourteenth national conference on artificial intelligence aaai press menlo park ca leake et leake kinley and wilson learning to integrate multiple knowledge source for reasoning in proceeding of the international joint conference on artificial intelligence morgan kaufmann leake leake learning adaptation strategy by introspective reasoning about memory search in aaa workshop on reasoning page leake leake representing for introspection about memory search in proceeding of the aaai spring symposium on representing mental state and mechanism lieber and napoli lieber and napoli using classification in planning in wahister editor proceeding of the european conference on artificial intelligence budapest hungary page john wiley son lieber and napoli lieber and napoli correct and complete retrieval for in prade editor proceeding of the european conference on artificial intelligence brighton united kingdom page melis et melis lieber and napoli reformulation in reasoning in smyth and cunningham editor fourth european workshop on reasoning lecture note in artificial intelligence page springer melis melis a model of construction in proceeding of the international joint conference on artificial intelligence page montréai mille et mille and michel adaptation the in case based reasoning a case study digester programming helping presented at the workshop on practical development strategy for industrial strength case based reasoning application international conference on artificial intelligence montreal canada mille et mille fuchs and herbeaux a unifying framework for adaptation in reasoning in voß editor proceeding of the workshop adaptation in reasoning page mille et mille fuchs and chiron le raisonnement fondé sur un nouveau paradigme en supervision industrielle à paraître dans la revue artificielle newell newell reasoning problem solving and decision process the problem space a a fundamental category in nickerson editor attention and performance viii page lawrence erlbaum associate hillsdale nj polya polya how to solve it doubleday anchor book new york ny purvis and pu purvis and pu adaptation using constraint satisfaction technique in veloso and aamodt editor reasoning research and development ceedings of the first international conference on reasoning page sesimbra portugal octobre lecture note in artificial intelligence volume springer verlag berlin smith et smith lottaz and faltings spatial composition using case idiom in manuela veloso and agnar aamodt editor reasoning reasearch and development page sesimbra portugal octobre smith et smith stalker and lottaz interactive spatial composition smyth and keane smyth and keane using adaptation knowledge to retrieve and adapt design case system smyth smyth design phd thesis trinity college university of dublin veloso veloso planning and learning by analogical reasoning lnai springer verlag berlin voß voß editor proceeding of the workshop adaptation in reasoning voß voß structural adaptation with topo in voß bergmann and editor workshop on adaptation in reasoning budapest hungary august voß angi voß how to solve complex problem with case engineering application of artificial intelligence,1
learning program in the event calculus stephen moyle and stephen muggleton oxford university computing laboratory wolfson building park road oxford united kingdom sam steve abstract the event calculus is a formalism for reasoning about action and change in dynamic system it ha been used in diverse area including planning and communication protocol specification writing event calculus program requires the construction of domain specific axiom dsas a programming task which is and one that hinders the broader use of the event calculus this work demostrates that such axiom can be learned from temporal observation using hductive logic programming ilp technique in particular theory completion the theory of logical a a mechanism for theory completion is described and it implementation in the ilp system progol is used here these technique were used to investigate learning dsas for the traditional ai block world in the experiment progol utilising logical learned correct dsas these result provide encouragement and highlight the possibility of discovering causal relationship from data in temporal database and also learning the domain specific knowledge necessary in the development of plan reference abeysiughe event calculus to support temporal reasoning in a clinical domain thesis university of southampton bratko muggleton varsek learning qualitative model of dynamic system in inductive logic programming muggleton editor academic press london de raedt interactive theory revision an inductive logic programming approach london academic press denecker et al a realistic experiment in knowledge representation in open event calculus protocol specification in proceeding of the joint international conference and symposium on logic programming bonn germany mit press kakas miller a simple declarative language for describing narrative with action journal of logic programming special issue on reasoning about action and change kowalski sergot a calculus of event new generation computing moyle muggleton experiment in learning event calculus program oxford university computing laboratory muggleton inverse entailment and progol new generation computing and sablon iterative versionspaces with an application in inductive logic programming thesis katholic university of leuven shanahan solving the frame problem a mathematical investigation of the common sense law of inertia mit press srinivasan camacho numerical reasoning in ilp in machine intelligence oxford sripada efficient implementation of the event calculus for temporal database application in proceeding of the international conference on logic programming japan stickel a prolog technology theorem prover a new exposition and implementation in prolog theoretical computer science,2
a new approach for the incremental development of adaptation function for cbr abdus salam khan and achim hoffmann artificial intelligence laboratory school of computer science and engineering the university of new south wale sydney australia askhan achim abstract this paper introduces a new approach to building complex adaptation function for reasoning system we present an incremental method which allows a domain expert to refine the existing adaptation function during use of the system we lend idea from rule a proven method for the very effective and efficient acquisition of classification knowledge during the use of a system in our approach the expert is only required to provide explanation of why for a given problem a certain adaptation step should be taken incrementally a complex adaptation function a a systematic composition of many simple adaptation function is developed this approach is effective with respect to both the development of highly tailored and complex adaptation function for cbr a well a the provision of an intuitive and feasible approach for the expert the approach ha been implemented in our cbr system mikas for the design of menu according to dietary requirement while our approach showed very good result in mikas it represents also a promising technique for many other cbr application reference bergmann breen fayol goker manago schmitt schumacher stahl wess and wilke collecting experience on the systematic development of cbr application using the inreca methodology in proceeding of the european workshop on reasoning paul compton glen edward byeong kang leslie lazarus ron malor phil preston and ashwin srinivasan ripple down rule thrning knowledge acquisition into knowledge maintenance artificial intelligence in medicine paul compton byeong kang phil preston and mary mulholland knowledge acquisition without knowledge analysis in proceeding of the european knowledge acquisition workshop page hanney and keane when do you need adaptation a review of current practice in fall symposium on adaptation in knowledge reuse boston beyong kang and paul compton a maintenance approach to reasoning in haton keane and manago editor advance in reasoning page khan and hoffmann incremental acquisition of retrieval knowledge for reasoning in proceeding of the fourth australian knowledge acquisition workshop page sydney australia december university of new south wale leake combining rule and case to learn case adaptation in proceeding of the seventeenth annual conference of the cognitive science page leake reasoning experience lesson and future direction menlo park aaai press wilke and bergmann technique and knowledge used for adaptation during problem solving in workshop on integrating planning scheduling and execution in dynamic and uncertain environment aaai press wilke and bergmann technique and knowledge used for adaptation during problem solving in international conference on industrial and engineering application of artificial intelligence and expert system wilke volirath althoff and bergmann a framework for learning adaptation knowledge based on knowledge light approach in german workshop on reasoning,1
muse a musical data sonification toolkit suresh lodha john beahan travis heppe abigail joseph and brett department of computer science university of california santa cruz ca lodha tel fax abstract data sonification is the representation of data using sound last year we presented a flexible interactive and portable data sonification toolkit called listen that allows mapping of data to several sound parameter such a pitch volume timbre and duration one of the potential drawback of listen is that since the sound generated are they can be fatiguing when exploring large data set over extended period of time a primary goal in the design of muse a musical sonification environment is to map scientific data to musical sound the challenge is to ensure that the data meaning are preserved and brought out by these mapping muse provides flexible data mapping to musical sound using parameter such a pitch melody rhythm tempo volume timbre and harmony muse is written in for the sgi platform and work with the freely available sound specification software csound developed at mit we have applied muse to map uncertainty in some scientific data set to musical sound reference axen and choi investigating geometric data with sound in proceeding of the third international conference on auditory display palo alto page astheimer sonification tool to supplement dataflow visualization in patrizia palamidese editor scientific visualization advanced software technique page elli horwood stephen barrass personify a toolkit for perceptually meaningful sonification acma brady bargar choi and reitzer auditory bread crumb for navigating volumetric data in proceeding of the late breaking hot topic of ieee visualization page ieee computer society press bargar choi da and goudeseune interactive sound for an immersive virtual environment in proceeding of the international computer music conference tokyo japan international computer music association paul cooper perspective in music theory an approach harper row new york jay dowling melodic contour in hearing and remembering melody in aiello and slobada editor musical perception page oxford university press steven frysinger applied research in auditory data representation proceeding of spie conference on extracting meaning from complex data john gather amsterdam catalogue of csound computer instrument http gaver synthesizing auditory icon in proceeding of interchi page grinstein and pickett exvis an exploratory visualization environment proceeding of graphic interface paul hindemith the craft of musical composition book ii associated music publisher new york translated by otto ortmann kramer auditory display sonification audification and auditory interface kramer an introduction to auditory display in gregory kramer editor auditory display sonification audification and auditory interface page lodha wilson and sheehan listen sounding uncertainty visualization in proceeding of visualization ieee minghim and forrest an illustrated analysis of sonification for scientific visualization in proceeding of visualization page ieee tara madhyastha and daniel reed data sonification do you hear what i see ieee software march carla scaletti sound synthesis algorithm for auditory data representation in gregory kramer editor auditory display sonification audification and auditory interface page barry vercoe csound manual mit http wilson and lodha listen a data sonification toolkit in proceeding of the third international conference on auditory display palo alto page,4
evaluation corpus for sense disambiguation in the medical domain diana raileanu paul buitelaar spela vintar jörg bay dfki gmbh stuhlsatzenhausweg saarbrücken germany raileanu paulb vintar zinfo university of frankfurt frankfurt am main germany jbay abstract an important aspect of word sense disambiguation is the evaluation of different method and parameter unfortunately there is a lack of test set for evaluation specifically for language other than english and even more so for specific domain like medicine given that our work focus on english a well a german text in the medical domain we had to develop our own evaluation corpus in order to test our disambiguation method in this paper we describe the work on developing these corpus using germanet and umls a lexical semantic resource next to a description of the annotation tool kic that we developed for support of the annotation task reference carletta assessing agreement on classification task the kappa statistic in computational linguistics buitelaar and sacaleanu b ranking and selecting synset by domain relevance in proceeding naacl wordnet workshop hamp and feldweg germanet a semantic net for german in proceeding of the workshop on automatic information extraction and building of lexical semantic resource for nlp application madrid kilgarriff a sample the lexicon technical report university of brighton miller wordnet a lexical database for english communication of the acm plaehn and brant th annotate an efficient interactive annotation tool in proceeding of the sixth conference on applied natural language processing anlp seattle wa siegel and castellan nonparametric statistic for the behavioral science second edition vintar buitelaar ripplinger sacaleanu raileanu prescher an efficient and flexible format for linguistic and semantic annotation in proceeding of the international conference on language resource and evaluation lrec may la palmas canary island spain vossen eurowordnet a multilingual database for information retrieval in proceeding of the delos workshop on information retrieval march zurich weeber mork and aronson a developing a test collection for biomedical word sense disambiguation in proceeding amia,3
a probabilistic model for reasoning andrés sunil and enrique university of salford department of mathematics and computer science salford itesm campus morelos ap cuernavaca mexico esucar abstract an model with foundation in bayesian network is described the proposed model utilises two bayesian network one for indexing of category and another for identifying exemplar within category learning is incrementally conducted each time a new case is classified the representation structure dynamically change each time a new case is classified and a coverage function is used a a basis for selecting suitable exemplar finally a simple example is given to illustrate the concept in the model reference aha learning algorithm in proc of the darpa reasoning workshop page washington morgan kaufmann aha and chang cooperative bayesian and reasoning for solving multiagent planning task technical report navy center for applied research in al naval research laboratory washington dc bareiss knowledge acquisition a unified approach to concept representation classification and learning academic press harcourt brace jovanovich publisher san diego beck anwar and navathe a conceptual clustering algorithm for database schema design ieee transaction on knowledge and data engineering biberman the role of prototypicality in learning in nada lavrac and stefan wrobel editor proc machine learning ropean conference on machine learning page heraclion crete greece breese and heckerman reasoning in proc of the fifth international workshop on artificial intelligence and statistic page lauderdale chang and harrison a reasoning testbed for experiment in adaptive memory retrieval and indexing in aha and ram editor proc of the aaai fall symposium on adaptation of knowledge for reuse menlo park aaai dean allen and aloimonos artificial intelligence theory and practice the publishing company redwood city medin and schaffer contex theory of clasification learning psychological review minton carbonell knoblock kuokka etzioni and gil learning a problem solving perspective in jaime carbonell editor machine learning paradigm and method page science cambridge massachusetts myllymäki and tirri massively parallel reasoning with probabilistic similarity metric in althoff stefan wess and michael ritcher editor topic in reasoning page volume lecture note in artificial intelligence springer verlag pearl probabilistic reasoning in intelligent system morgan kaufmann palo alto porter bareiss and holte concept learning and heuristic classification in domain artificial intelligence university of texas austin texas rosch and mervis family resemblance study in the internal structure of category cognitive psychology smith and medin category and concept cambride harvard university press tirri kontkanen and myllymäki a bayesian framework for reasoning in proc of the european workshop on reasoning lansanne switzerland,1
problem solving with incredible an experiment in reasoning mebmet göker herbert birkhofer technische hochschule darmstadt maschinenelemente und konstruktionslehre magdalenenstr darmstadt germany goker birkhofer motivation and goal in order to analyze the development influence and application of experience during problem solving and to draw conclusion for the development of reasoning system we observed and videotaped test person while they were solving simple design problem with the computer program incredible the video and audio recording were protocolled and analyzed literature mit incredible ein experiment zum falbasierten in proceeding reasoning workshop at the german expert system conference kaiserslautern janetzko lemende systeme und anwendungen fachbereich informatik universität kaiserslautern based morgan kaufmann publisher inc san mateo schank lawrence erlbaum associate publisher hillsdale,1
artificial synesthesia via sonification a wearable augmented sensory system leonard foner mit medium lab ames st cambridge ma foner abstract a design for an implemented prototype wearable artificial sensory system is presented which us data soniþcation to compensate for normal limitation in the human visual system the system give insight into the complete spectrum from object being seen by the user wear nd consequent training might lead to identiþcation of various material based on the sound sible extension to both the soniþcation and the sensor package are discussed reference cornsweet tom visual perception harcourt brace jovanovich handel stephen listening mit press kramer gregory auditory display sonification audification and auditory interface wenzel elizabeth spatial sound and sonification auditory display sonification audification and auditory interface gregory kramer winston mark the biology of the honey bee harvard university press young laurence and sheena david survey of eye movement recording method behavior research method instrumentation volume number pp,4
latent semantic analysis approach to categorization darrell laham department of psychology institute of cognitive science university of colorado boulder boulder co dlaham many computational model of semantic memory rely on vector representation of concept based on explicit encoding of arbitrary feature set latent semantic analysis lsa creates high dimensional n vector for concept in semantic memory through statistical analysis of a large corpus of text rather than subjective feature set linked to object name for detail see landauer dumais landauer foltz laham in press concept can be compared in the semantic space and their similarity indexed by the cosine of the angle between vector computational model of concept relation using lsa representation demonstrate that category can be emergent and based exclusively on the way language is used in the corpus without explicit of category membership or semantic feature lsa categorization is context dependent and occurs through a dynamic process of induction semantic meaning is not encapsulated within an object representation but emerges a the set of ship between selected object in a neuropsychological study warrington shallice point to a class of patient who exhibit disnomias for specific category of object natural kind while retaining the ability to name other object artifact the object from natural kind category tend to be significantly more clustered in lsa space than are those from artifact category if brain structure corresponds to lsa structure the identification of concept belonging to strongly clustered category should suffer more than weakly clustered concept when their representation are partially damaged three type of modeling experiment were conducted matching base concept name to superordinate category in testing correlating lsa similarity measure to human judgment of typicality and multivariate analysis of similarity matrix to capture category boundary for the matching of concept name to superordinate category a selection of object rated a most typical in their category from category wa used each object name wa compared to each of the category name apple apple the lsa match wa considered correct when the highest cosine comparison in the set wa between an object and it relevant superordinate apple the result show that in all category lsa predicts membership well above chance chance however there are difference in the degree of clustering the percent correct for animate natural kind flower mammal fruit tree vegetable and bird for inanimate natural kind with observed deficit in neuropsychological patient gemstone musical and for artifact furniture vehicle weapon tool toy and clothing correlation between lsa similarity judgment and typicality judgment were consistently better for the natural kind than for the artifact for natural category lsa similarity cosine between concept and either superordinate name most typical member or centroid of all member showed high correlation with human judgment fruit r while artifact similarity showed low to correlation with human judgment a illustrated in figure multivariate analysis of based similarity matrix show more cohesive structure for natural kind than for artifact factor in this analysis load high on concept in the bird category factor load on specific artifact concept not shown reference landauer dumais a solution to plato problem the latent semantic analysis theory of the acquisition induction and representation of knowledge psychological review landauer foltz laham in press introduction to latent semantic analysis discourse process warrington shallice semantic impairment brain,3
acquiring graphic design knowledge with nonmonotonic inductive learning kazuya hayato and fumio research laboratory fuji xerox email of science and engineering science university of tokyo email ohwada mizo abstract in this paper we present a new method based on nonmonotonic learning where the inductive logic programming ilp algorithm is used twice and apply our method to acquire graphic design knowledge acquiring design knowledge is a challenging task because such knowledge is complex and vast we thus focus on principle of layout and constraint that layout must satisfy to realize automatic layout generation although we do not have negative example in this case we can generate them randomly by considering that a page with just one element moved is always wrong our nonmonotonic learning method introduces a new predicate for exception in our method the ilp algorithm is executed twice exchanging positive and negative example from our experiment using magazine advertisement we obtained rule characterizing good layout and containing relationship between element moreover the experiment show that our method can learn more accurate rule than normal ilp can reference bain bain and muggleton learning in michie editor machine intelligence oxford university press boming borning duisberg kramer and woolf constraint hierarchy acm oopsla pp byte byte de raedt de raedt and bruynooghe a theory of clausal discovery in proceeding of the international joint conference on artificial intelligence pp morgan kaufmann esposito esposito malerba and semeraro multistrategy learning for document recognition applied artificial intelligence an international journal honda honda kato ohwada ichihara and mizoguchi a floor planning system using constraint logic programming in proc of the international conference on the practical application of ishiba ishiba et al a document generation system using the kansei model ipsj sig report pp in japanese lieberman lieberman mondrian a teachable graphical editor in watch what i do programming by demonstration allen cypher mit press lieberman lieberman the visual language of expert in graphic design ieee symposium on visual language darmstadt germany september lieberman lieberman intelligent graphic communication of the acm muggleton muggleton inductive logic programming new generation computing muggleton muggleton inverse entailment and progol new generation computing rijsbergen van rijsbergen information retrieval chapter butterworths slattery slattery and craven combining statistical and relational method for learning in hypertext domain proceeding of the international conference on inductive logic programming srinivasan srinivasan muggleton and bain distinguishing exception from noise in learning in proceeding of the second inductive logic programming workshop pp tokyo wrobel wrobel concept formation during interactive theory revision machine learning,2
understanding creativity a approach janet kolodner college of computing georgia institute of technology atlanta georgia jlk abstract dissatisfaction with existing standard reasoning cbr system ha prompted u to investigate how we can make these system more creative and more broadly what would it mean for them to be more creative this paper discus three research goal understanding creative process better investigating the role of case and cbr in creative problem solving and understanding the framework that support this more interesting kind of reasoning in addition it discus methodological issue in the study of creativity and in particular the use of cbr a a research paradigm for exploring creativity reference boden the creative mind myth and mechanism new york ny basic book kolodner reasoning publisher san mateo ca kolodner and penberthy a approach to creativity in problem solving proceeding of the twelfth annual conference of the cognitive science society cambridge ma august kolodner and will creative design aaai spring symposiom on al and creativity stanford ca reprinted in aisb quarterly autumn no pp kolodner and will paying attention to the right thing issue of focos in creative design aaai reasoning workshop washington pp navinchandra exploration and innovation in design towards a computational model new york prabbakar and goel a creativity in design constraint discovery model revision and case composition in proceeding of the second international conference on computational model of creative design heron island australia shinn the role of mapping in analogical transfer in proceeding of the tenth annual conference of the cognitive science society northvale nj eribaum will and kolodner towards more creative design system to appear in the twelfth national conference on artificial intelligence seattle wa will and kolodner explaining serendipitous recognition in design to appear in the sixteenth annual conference of the cognitive science society atlanta ga,1
fault management in computer network using reasoning dumbo system cristina meichiors and liane tarouco ppgc universidade federal do rio grande do sul av bento gonçalves bloco iv porto alegre brazil cristina liane abstract nowadays the complexity involved in computer network fault management demand a great amount of information about the involved technology and their associated problem besides trouble ticket system have been used to store the occurred problem actuating a an historical memory of the network thus a correct approach to consolidate the network historic memory is the development of an expert system that take in account the knowledge accumulated in the trouble ticket system to propose solution for an average problem this work present a system that us reasoning paradigm applied to a trouble ticket system to suggest solution for a new problem occurred this system aim to aid diagnosis and resolution stage of network management problem typical problem of this domain the proposed solution and result reached with the developed prototype are described reference aamodt plaza reasoning foundational issue methodological variation and system approach al communication brandau lemmon lafond experience with extended episode case with complex temporal structure in bareiss r ed proceeding darpa workshop on reasoning morgan kaufmann san francisco cisco system inc internetwork troubleshooting guide reference available in http dreo valta using master ticket a a storage for expertise in sethi raynaud f ed proceeding of integrated network management iv chapman hall london goyal knowledge technology for evolving network in krishnan zimmer w ed proceeding of integrated network management ii elsevier science amsterdam hunt network administration edn sebastopol kolodner reasoning morgan kaufmann san mateo lewis a reasoning approach to the management of fault in communication network conference on computer communication ieee san francisco vol lewis managing computer network a reasoning approach artech house norwood melchior raciocínio baseado em casos aplicado ao gerenciamento de faihas em redes de computadores master of science thesis in evaluation stage miller troubleshooting m t book new york simoudis using retrieval for customer technical support ieee expert stefik introduction to knowledge system morgan kaufmann san francisco tarouco et al urn ambiente para gerenciamento integrado e cooperativo in proceeding of workshop sobre administração e integração de sistemas ufc fortaleza udupa network management system essential new york watson applying reasoning technique for enterprise system morgan kaufmann san francisco,1
modal synthesis of wind chime sound with stochastic event triggering teemu lukkari and vesa valimaki helsinki university of technology helsinki university of technology institute of mathematics laboratory of acoustic and audio signal processing box hut box hut espoo finland espoo finland hut hut abstract a parametric synthesis model for wind chime is presented a stochastic process is used to trigger a modal model for the tube of a wind chime mode parameter are extracted in a semiautomatic fashion from a sound sample an example and some possible application are presented reference thornton kolb gemperle and hirsch audiocentric interface design a building block approach in proc int conf auditory display boston ma usa july pp available http ook real sound synthesis for interactive application natick ma a k peter fernstr om sound object and interaction design inthe sounding object rocchesso and fontana ed firenze edizioni di mondo estremo pp available http rate value for the synthesis parameter from the sound ross introduction to probability model san diego academic press seventh steiglitz a digital signal processing primer with application to digital audio and computer music wind chime http chime and more regalia and mitra tunable digital frequency response equalization lters ieee trans speech signal processing vol pp cook physically informed sonic modeling phism synthesis of percussive sound computer music journal vol pp,4
learning multilingual morphology with clog suresh manandhar saso dzeroski tomaz erjavec intelligent system group department of computer science university of york york suresh department for intelligent system jozef stefan institute jamova liubuana slovenia abstract the paper present the decision list learning system clog and the result of using it to learn nominal inflection of english romanian czech slovene and estonian the dataset used to induce rule for the synthesis and analysis of the inflectional paradigm of noun and adjective of these language is the multilingual tagged corpus the ilp system foidl is also applied to the same dataset and this paper compare the induction methodology and result of the two system the experiment show that the accuracy of the two system is comparable when using the same training set however while foidl is due to efficiency reason severely limited in the size of the training set clog doe not suffer from such limitation with the increase of the training set size possible with clog it significantly outperforms foidl and learns highly accurate morphological rule reference cussens tagging using progol in proc intl wshp on inductive logic programming page springer berlin daelemans weijters and van der vosch editor proc workshop on empirical learning of natural language processing task prague czech republic dzeroski and erjavec induction of slovene nominal paradigm in proc intl wshp on inductive logic programming page springer berlin erjavec ide petkevic and véronis multilingual text tool and corpus for central and eastern european language in proc telri european seminar page tihany hungary erjavec monachini specification and notation for lexicon encoding final report ljubljana ijs mooney inductive logic programming for natural language processing in proc intl wshp on inductive logic programming page springer berlin mooney and califf induction of decision list result on learning the past tense of english verb journal of artificial intelligence research muggleton inverse entailment and progol new generation computing,2
integrating and decision making in diabetic patient management riccardo stefania luigi alberto dipartimento di informatica e sistemistica universith di pavia pavia italy dipartimento di scienze e tecnologie avanzate università del piemonte orientale alessandria italy abstract the integration of and reasoning is particularly useful in medical application where both general rule aud specific patient case are usually available in the present paper we aim at presenting a decision support tool for insulin dependent diabetes mellitus management relying on such a kind of integration this reasoning system airirs at providing physician with a simitable solution to the problem of therapy planning by exploiting in the most flexible way the strength of the two selected method in particular the integration is pursued without considering one of the modality a the most prominent reasoning method but exploiting complementarity in all possible way in fact while rule provide suggestion on the basis of a situation detection mechanism that relies on structured prior knowledge cbr may be used to specialize and dynamically adapt the rule on the basis of the characteristic armd of the accumulated experience on the other hand if a particular patient class is not sufficiently covered by case the use of rule may be exploited to try to learn suitable situation in order to improve the competence of the component such a work will be integrated in the eu funded project architecture and ha been preliminary tested on a set of case generated by a diabetic patient simulator reference aha and daniel proc aaai workshop on cbr integration aaai press r bellazzi montani and portinale retrieval in a case library a case study in diabetes therapy revision in proc ewcbr lnai page springer verlag bichindaritz kansu and sullivan reasoning in gathering evidence for medical practice in springer varlag editor proc ewcbr lnai page bonissone and dutta integrating and reasoning the possibilistic connection in proc conf on uncertainty in artificial intelligence cambridge ma branting and porter rule and precedent a complementary warrant in proc national conference on artificial intelligence aaai anaheim cobelli nucci and del prato a physiological simulation model of the system in type diabetes diabetes natrition and metabolism the diabetes control and complication trial research group the effect of intensive treatment of diabetes on the development and progression of complication in diabetes mellitus the new england journal of medicine domningos and pazzani on the optimality of the simple bayesian classifier under loss machine learning freuder aaai spring symposium on reasoning aaai press kolodner reasoning morgan kaufmann koton integrating causal and reasoning for clinical problem solving in proc of the aaai symposium on artificial intelligence in medicine page stanford larizza bellazzi and riva temporal abstraction for diabetic patient management in lnai page springer verlag macchion and vo a hybrid kb for technical diagnosis learning and assistance in lecture note in artificial intelligence page springer verlag montani bellazzi c larizza riva fiocchi loiini and stefanelli reasoning in diabetic patient management international journal of medical info rmatics montani bellazzi portinale fiocchi and stefanelli a retrieval system for diabetic patient therapy in proceeding of idamap workshop ecai page brighton portinale torasso and magro selecting most adaptable diagnostic solution through retrieval in proc iccbr lnai page springer verlag ramoni and sebastiani the use of exogenous knowledge to learn bayesian network for incomplete database in advance in data analysis lncs page springer verlag rissland and skalak combining and reasoning a heuristic approach in proc ijcai page detroit riva bellazzi and stefanelli system for the intelligent management of diabetic patient md computing r schmidt and gierl experience with prototype design and retrieval method in medical reasoning system in proc ewcbr lnai page springer verlag surma and vanhoff integrating rule and case for the classification task in proc iccbr lnai page springer verlag wilson and martinez improved heterogeneous distance function journal of artificial intelligence research,1
adaptation using constraint satisfaction technique lisa and pearl dept of computer science university of connecticut ct laboratoire artificielle robotique institut de microtechnique dmt swiss federal institute of technology epfl lausanne switzerland abstract case adaptation a central component of reasoning is often considered to be the most difficult part of a reasoning system the difficulty arise from the fact that adaptation often doe not converge especially if it is not done in a systematic way this problem sometimes termed the assimilation problem is especially pronounced in the design problem solving domain where a large set of constraint and feature are processed furthermore in the design domain multiple case must be considered in conjunction in order to solve the new problem resulting in the difficulty of how to efficiently combine the case into a global solution for the new problem in order to achieve case combination we investigate a methodology which formalizes the process using constraint satisfaction technique we represent each case a a primitive constraint satisfaction problem csp and apply an existing csp algorithm to combine these primitive csps into a globally consistent solution for the new problem the run time is satisfactory for providing a quick and explicable answer to whether existing case can be adapted or if new case would have to be created we have tested our methodology in the configuration design and assembly sequence generation domain reference bain judge in reisbeck schank editor inside reasoning eribaum publisher bessiere arc consistency in dynamic constraint satisfaction problem in proceeding of the nat conf of aaai anaheim carbonell derivational analogy a theory of reconstructive problem solving and expertise acquisition in machine learning volume carbonell and veloso integrating derivational analogy into a general problem solving architecture in proceeding workshop on case based reasoning darpa clearwater florida morgan kaufmann publisher eric domeshek and janet kolodner finding the point of large case artificial intelligence in engineering design analysis and manufacturing ai edam ewer sincere vacuum cleaner and small appliance repair service manual sincere press faltings haroud and smith dynamic constraint satisfaction with continuous variable in proceeding of the european conf on ai wien gentner structure mapping a theoretical framework for analogy cognitive science hammond chef a model of planning in proceeding of cambridge ma hennessy and hinkle applying reasoning to autoclave loading ieee expert hinrichs problem solving in open world a case study in design northvale publisher kefeng hua and boi faltings exploring building design cadre artificial intelligence in engineering design analysis and manufacturing aiedam kolodner case based reasoning morgan kaufmann publisher koton reasoning about evidence in causal explanation in proceeding of cambridge ma mary lou maher and dong mei zhang cadsyn a design process model artificial intelligence in engineering design analysis and manufacturing aiedam minton johnston philip and laird minimizing conflict a heuristic repair method for constraint satisfaction and scheduling problem artificial intelligence mittal and falkenhainer dynamic constraint satisfaction in proceeding of the national conference of aaai pearl pu issue in design system artificial intelligence in engineering design analysis and manufacturing ai edam page a guest editor for a special issue on design system pearl pu and lisa purvis formalizing case adaptation in a design system in proceeding of the third international conference on artificial intelligence in design aid august pearl pu and markus reschberger assembly planning in proceeding of reasoning workshop morgan kaufmann,1
